CreatedAt,favorite_count,full_text,url,views_count
Fri Dec 01 16:32:03 +0000 2023,49,"Paytm wallet is the most ret@rded bullshit on the face of this earth. If someone inadvertently sends you paytm wallet money you literally have no way to spend it unless you're using it on a paytm merchant. Otherwise, you have to go full KYC. And there system is so crap that full",https://x.com/frontierindica/status/1730625817749884996,3318
Fri Dec 01 12:50:43 +0000 2023,2,"Most Valuable Fintech Startups
1) PhonePe : $12 Bn
2) Razorpay : $7.5 Bn
3) CRED : $6.4 Bn
4) Paytm : $5.52 Bn
5) Pine Labs: $5 Bn
6) Digit : $4 Bn
7) Zerodha : $3.6 Bn
8) ChargeBee : $3.5 Bn
9) Upstox : $3.4 Bn
10) PolicyBazaar : $3.37 Bn https://t.co/Be9PkEBqFY",https://x.com/rohitkumar9815/status/1730570119850705207,175
Fri Dec 01 12:53:52 +0000 2023,34,"Lightning-fast electricity bill payments ke liye, #PaytmKaro. Here’s how! ?

1?Open the Paytm app
2?Click on ‘Electricity Bill’ section
3?Enter your Application Number 
4?Pay with Paytm UPI

And you’re all done! Explore now: https://t.co/HgiT2fFyM9 https://t.co/PD5pY7WMpP",https://x.com/Paytm/status/1730570911844331725,8705
Fri Dec 01 17:47:34 +0000 2023,4,Bcci should declare Paytm trophies as icc one kyuki woh toh hum jeet nhi rhe,https://x.com/girlliketoswing/status/1730644825429733579,111
Fri Dec 01 04:55:11 +0000 2023,9,We Are Happy With Paytm And Dream 11 Trophies ?,https://x.com/JoshiKrutarth5/status/1730450446181896244,433
Fri Dec 01 08:32:53 +0000 2023,87,"On the auspicious occasion of the upcoming feast, we’re running a special, 1-hour only flash sale from 5 pm to 6 pm on the Paytm Insider for Sunday’s #FCGKBFC game ?

Stay ready with your exclusive code “FCGFLASHSALE” and grab your discounted tickets. Offer valid for 1-hour only and while stocks last ?",https://x.com/FCGoaOfficial/status/1730505232059417082,2515
Fri Dec 01 07:52:20 +0000 2023,1,"Digital gold is a modern alternative to traditional wealth preservation for Indians. @work_pick is a gateway to digital gold investment for both beginners and pros.
@_groww @ppreciatewealth @Paytm 

#pickmywork #digitalgold #InvestmentOpportunity https://t.co/idSre1H79O",https://x.com/work_pick/status/1730495027992826234,40
Fri Dec 01 07:39:44 +0000 2023,1,Accepting Good luck On Paytm now ??,https://x.com/pbp_mr/status/1730491856994316451,115
Fri Dec 01 03:06:47 +0000 2023,26,"#Sudigalisudheer @TrendsSudheer @Sudheer_soldier @sudheeranand #callingSahasra Check In #Paytm or else Check Offline many theatres available. Atleast one theatre at every area given for this Movie, Please check and Enjoyy Movie https://t.co/LjKCx4zyU0",https://x.com/SyedAfridi72562/status/1730423166970081697,664
Fri Dec 01 17:55:14 +0000 2023,7,"@DEFindia @OsamaManzar @shalinikala @APC_News @ISOC_Foundation @apnic @GDInclusion @MadanRao @saurabh0426 @khanamirullah @cdpp_india @RajCMO @ashokgehlot51 @MIB_India @MoRD_GoI @EduMinOfIndia @_DigitalIndia @mygovindia @JharkhandCMO @IrfanActive @RajawatUtkarsh @ArpanaSinghal @AspenInstitute @GoI_MeitY @njbarbhuiya @AccentureIndia @Akhtarbad @equallyable @UsipiO @natashabadhwar @CMOTamilnadu @UNESCO @CSCegov_ @hydermkhan @kendimalibot @WHO @MoHFW_INDIA @ChhattisgarhCMO @alex_b_amaral @GooglePay @Paytm @MXR_world @SoniaJorgeICT4D @karosambhav @DE_Accelerator @UNEP @UNTechEnvoy @THubHyd @jayesh_ranjan #335/365: ""Now my centre is equipped with a micro-ATM. People in my village don’t need to travel to withdraw money. They can just come here and access their finances.""
?Assam

@DEFindia is providing access finance and financial education. 

#DailyDigitalStory https://t.co/BvqSqTscmt",https://x.com/AbnerManzar/status/1730646751961641090,217
Fri Dec 01 07:54:47 +0000 2023,38,"Their details @rrsaindia 

Google Pay / Paytm / Phone Pay
97240 00939
UPI 
rrsafoundation@ibl
rrsaindia1100@okicici

BANK ACCOUNT DETAILS
Account Name : RRSA Foundation
Account Number : 9811987555
IFSC Code : KKBK0000845
Account type: Current Account
Kotak Mahindra Bank,Anand https://t.co/ScJjBGJY2f",https://x.com/ShraddhaMusale/status/1730495643947499633,6494
Fri Dec 01 16:54:04 +0000 2023,6,"Is there any technical glitch in Paytm Postpaid? @Paytmcare 
 @Paytm atleast you have to inform your customers for the same. Please clerify why rent payment, tution fee and other QR related payment stopped. 
@RBI @nsitharaman Mam need your intervention on it. It's scary.
#Paytm",https://x.com/arpitald/status/1730631358857584721,2876
Fri Dec 01 15:28:38 +0000 2023,4,"1) Flipkart
2) Byju's
3) Ola Cabs 
4 Oyo Rooms 
5) Paytm 
6) Zomato 

These are the 6 Big Tech Companies in India which gave Lifeline to so many Indian Entrepreneurs to make a Tech Company in India not in America",https://x.com/rohitkumar9815/status/1730609860780417382,164
Fri Dec 01 17:06:34 +0000 2023,305,@CricCrazyJohns Paytm series ? Actual trophies ?,https://x.com/TMS205/status/1730634504488837372,9271
Fri Dec 01 17:21:11 +0000 2023,10,"This is nothing. India has a much bigger trophy cabinet filled with PayTM, Pan Bahaar, and Cycle Agarbatti bilateral trophies!! Today we add one more to that esteemed list… ????
#CricketTwitter",https://x.com/Shubham_Neuro/status/1730638183619002599,575
Fri Dec 01 12:18:29 +0000 2023,20,"7. Himalayas

If you aspire to collaborate with renowned companies like Binance, Mozilla, and Paytm, look no further.

I value its comprehensive remote company profiles, which highlight culture, mission, tech stack, and benefits...

https://t.co/F9yqwAPOHb https://t.co/zb5eEwfOPU",https://x.com/ihteshamit/status/1730562007089492262,13836
Fri Dec 01 08:59:29 +0000 2023,74,"@UnSubtleDesi Paid Rs 1000 through Paytm at 14.21 today. Pl acknowledge - subhash1610@gmail.com. 
The services you're rendering for the Hindu and National cause can never be compensated by money. Thanks and regards.",https://x.com/Rajlaks65173704/status/1730511928894861653,7728
Fri Dec 01 17:28:13 +0000 2023,1,"#Paytm #paytmpostpaid
Is it accurate to say that there are plans going to permanently cease the Paytm Postpaid service?",https://x.com/Jhonty0/status/1730639954169012617,560
Fri Dec 01 18:20:31 +0000 2023,2,"No one can beat us in Paytm, MasterCard, IDFC bank sponsored bilateral series??",https://x.com/singhdev06/status/1730653117069619501,139
Fri Dec 01 13:13:45 +0000 2023,1,I just paid using Paytm. It's so simple and incredible. https://t.co/UOabVqwv6d,https://x.com/legal_anil/status/1730575914034192658,33
Fri Dec 01 19:42:09 +0000 2023,5,"Hey @Paytm , been a dedicated Postpaid user for 3 years, but today, after paying up, the limit's back and totally unusable! What's the deal? If the limit's no good, what's the point of Postpaid? Need a fix and some answers! #PaytmPostpaid #UsabilityIssue @Paytmcare",https://x.com/AddnanMohammad/status/1730673660036559197,1008
Fri Dec 01 04:42:24 +0000 2023,7,"Innovation in Action – How Paytm Is Reshaping Mobile Payments in India With Its Pioneering Devices

https://t.co/AfnMspC1Qr

#NewsUpdate #newspaper #paytm #python #PayPal #digital
#digitalart #digitalmarketingexpert #digitalmarketing #PayItForward #post https://t.co/YkUgY8nFCX",https://x.com/NewsBoxerDotCom/status/1730447230254141495,72
Fri Dec 01 06:45:52 +0000 2023,4,"I used to pay rent via paytm postpaid also used at shops for paying now it's not displaying what is wrong with you guys ? Kindly do the needful! 

@Paytmcare 
@paytmbankcare https://t.co/rg4ArwpvPo",https://x.com/Mr__Prath_/status/1730478303100956775,2280
Fri Dec 01 11:45:14 +0000 2023,2,"If Paytm did something like Spotify wrapped, what would it look like for you guys? ??",https://x.com/who_nimit/status/1730553639813476512,472
Fri Dec 01 07:46:27 +0000 2023,1,Sbi another paytm down bro I will destroy those servers,https://x.com/Stark_Rivia/status/1730493548292886661,142
Fri Dec 01 19:19:33 +0000 2023,1,"Hey @Paytm,@Paytmcare facing issues with Paytm Postpaid! Unable to pay my bill, and it's not working for transactions with Paytm merchants. Need assistance ASAP! ? #PaytmHelp
@PaytmBusiness",https://x.com/Rayees_official/status/1730667970358374801,187
Fri Dec 01 16:08:59 +0000 2023,15,"@tarak4everr Nope. His cadre is the reason. Tdp emanna tappu cheste manam question chestham 
Infact paytm na kodukulu kuda least lo least question chestaru. Ever seen a pink question ing the govt? 

Be it annaram, medigadda, priyanka, gaddar, exams, notifications, real estate and so on..",https://x.com/Nash5633/status/1730620016541016530,3582
Fri Dec 01 17:08:33 +0000 2023,1,Team India = (winning paytm trophies) + i (winning icc trophies),https://x.com/Unoffensivebrat/status/1730635006132056286,44
Fri Dec 01 17:58:25 +0000 2023,1,"#Paytm #postpaid is history now.
I think Paytm postpaid will be removed permanently
@Paytmcare",https://x.com/NayisAhmad/status/1730647555183440112,285
Fri Dec 01 21:17:05 +0000 2023,1,I am not able to pay bills or to merchant QR scanner with Paytm postpaid. Unfortunately I have done all due but instead in my paytm application not showing postpaid option during transaction. @Paytmcare @PaytmBank @Paytm @paytmbankcare #paytmpostpaid please check it out ASAP https://t.co/ZGYi1RCZvp,https://x.com/JSingh1853/status/1730697548812505203,1094
Fri Dec 01 18:16:49 +0000 2023,7,"Next 
SBI Bank
Federal Bank
HDFC Bank
Axis Bank

After Paytm Trophy BCCI could have introduced phone pe Trophy, Google pay Trophy",https://x.com/hammered_truth7/status/1730652183891415358,319
Fri Dec 01 20:07:23 +0000 2023,8,@_guptaaa Dua&gt;&gt;&gt;&gt;&gt;&gt; any stocks in long term.. Paytm me. I'll pray for u.,https://x.com/abrarr_Khalid0/status/1730680010951049653,214
Fri Dec 01 13:57:53 +0000 2023,6,"Warren Buffett-led Berkshire Hathaway exits Paytm with a loss of over ?600 crore.

It shows even big and experience investors also don’t have 100% accuracy. 

What other learning you can take from there?",https://x.com/_gargarun/status/1730587021641679305,1541
Fri Dec 01 20:32:16 +0000 2023,1,There was a time . I loved @bookmyshow and @Paytm today these are the reasons why cinemas have more income on popcorn than the cinemas. @iamsrk kya sir. Ab #Dunki dekhne k liye 1000 rupaye ka popcorn lena padega. Usme v 2 tub hi ayega. Thanks to @INOXMovies,https://x.com/ashiskar02/status/1730686272271003672,108
Fri Dec 01 18:45:27 +0000 2023,1,Paytm Post paid not working from yesterday!!@Paytmcare @Paytm @PaytmBank #paytmpostpaid,https://x.com/Ashfaqalam07/status/1730659392528453903,454
Fri Dec 01 11:48:51 +0000 2023,5,"Again, I have reached out to some of you and some of you have DMed me with an example. 

If you have added Paytm as an option for the “Tips"" (in India), then your phone number (as the UPI ID) might be visible to everyone.

Do repost and share this ? to everyone. 

Be careful! 

#techcommunity #techx #Paytm #PaymentGateway",https://x.com/vivek_naskar/status/1730554550363603070,521
Fri Dec 01 09:30:00 +0000 2023,3,"#PaytmMoney partnered with VJTI College,Mumbai, for an event on gaining #FinancialFreedom on 23rd Nov at Krantijyoti Savitribai Phule Auditorium. Speakers included @SridharVarun,CEO, Paytm Money, &amp; @GangShaily,Head-Products, @TataMutualFund. 

Swipe to see glimpses of the event.",https://x.com/PaytmMoney/status/1730519608401297765,609
Fri Dec 01 19:30:45 +0000 2023,1,"Still facing the issue from morning with paytm postpaid please assist my rent payments are pending 

@Paytmcare @PaytmBank @paytmbankcare",https://x.com/charanlenin/status/1730670789173842138,302
Fri Dec 01 06:56:00 +0000 2023,28,"Hi December &amp; #HiNanna! ?

Natural Star @NameIsNani &amp; @Mrunal0801's #HiNanna releases in just ONE WEEK! Set a Movie Alert on the Paytm app &amp; get notified as soon as bookings open for it around you!

@VyraEnts @TSeries @TseriesSouth",https://x.com/PaytmTickets/status/1730480849781764109,1174
Fri Dec 01 17:05:26 +0000 2023,2,@arpitald @Paytmcare @Paytm @RBI @nsitharaman Same issue for many,https://x.com/SaRaV_UniQuE/status/1730634220568277135,258
Fri Dec 01 08:01:49 +0000 2023,5,"@Supermachans @KeralaBlasters @IndSuperLeague @ChennaiyinFC Yes, @IndSuperLeague has to do better. And you are talking to PayTm Insider and ISL employees mostly here in the video. They are there to do a job what they have been told. But you do have a point.",https://x.com/mgp_cok/status/1730497414782738788,875
Fri Dec 01 11:42:24 +0000 2023,11,"Get Extra 10% Off* on Paytm Restaurant Deals with SBI Credit Card.

Valid till 31 Dec’23

Minimum Transaction: ? 1000

Maximum Discount per card: ? 250

Know more: https://t.co/KoebTSOrJG

*T&amp;C apply

#SBICard #Discounts #Offers #Deals #Shopping https://t.co/Ld685b8yQT",https://x.com/SBICard_Connect/status/1730552927897440678,4997
Fri Dec 01 21:16:26 +0000 2023,1,"@Paytmcare You've replied that paytm postpaid (rent payment, recharge etc) currently unavailable. How much time required to restart this service again? Shame on you. @paytmbankcare @Paytm @PaytmBank @RBI @jagograhakjago @ConsumerRightX @ConsumerVoiceIn @consumerforum_",https://x.com/bonidutta01/status/1730697387205956006,118
Fri Dec 01 19:02:24 +0000 2023,1,"I am unable to do a transaction with a paytm postpaid account with Any payment merchant account.
I already posted my request multiple times here and in DM also, but still didn't get any update.
Please take a look ASAP.
@Paytmcare @PaytmBank @paytmbankcare @Paytm",https://x.com/SuhailAnsari09/status/1730663654641856627,704
Fri Dec 01 07:37:30 +0000 2023,1,@paytminsider @Jupe17 @Paytm I have already collected the ticket. Not sure why my email ID is needed to work on this feedback. Recommend to have more counters. I assumed weekend it will be crowded n still ended up waiting for hours on a Thursday. At least give headsup to ppl that they might come prepared.,https://x.com/mohanraju89/status/1730491295008002137,26
Fri Dec 01 05:29:57 +0000 2023,5,"Vijay Shekhar Sharma Express His Concern Regarding AI Technology &amp; Deepfakes.

Watch: https://t.co/JnUzVn4uf5 | #Paytm #AITechnology #Deepfake #VijayShekharSharma #PMModi https://t.co/JPP1BFe3L6",https://x.com/business_today/status/1730459194527211921,1357
Fri Dec 01 21:48:15 +0000 2023,7,"What say @BCCI @ICC ? , this looks like a brilliant idea. Better than meaningless bilateral Paytm series. All of them with T20 format.",https://x.com/LifeOutHere/status/1730705395092422890,234
Fri Dec 01 07:38:00 +0000 2023,1,@PaytmMoneyCare @PaytmMoney Hi Paytm Money Why all open IPO is not getting shown on your plateform See all these IPO are open but these are not showing in Paytm Money can you please tell us the reason of non showing these ipo in Paytm Money https://t.co/U80p1nmB9X,https://x.com/unixnag/status/1730491419587158481,62
Fri Dec 01 01:36:49 +0000 2023,2,@DoBaniye @dakuwithchaku I think Paytm offers flexibility to cancel flights and get full refund minus the convenience charges... https://t.co/ucwpZQ7edZ,https://x.com/ExplorebyRoad/status/1730400527509581937,150
Fri Dec 01 15:08:05 +0000 2023,1,@Paytmcare Hi my paytm no is 8187930000 I’m not able to use my paytm postpaid please help,https://x.com/INeerarkvanshi/status/1730604688494772472,263
Fri Dec 01 08:03:20 +0000 2023,1,"@Paytm @Paytmcare 
Did you guys remove Paytm postpaid payments options. Currently there are no options for using the balance",https://x.com/Athul690/status/1730497797277831252,163
Fri Dec 01 09:24:38 +0000 2023,8,"Hey @Paytmcare 
Has PayTM postpaid now been restricted to only buying clothes from Myntra or buying Pizza from Dominoes etc?
What happened to the facility to pay for fuel, utility bills, phone bills etc?",https://x.com/RajBhads90/status/1730518256514199887,442
Fri Dec 01 16:47:41 +0000 2023,1,@PaytmBank @Paytmcare Paytm has made themselves the worst upi payment app in these many years . No customer support no replies to the mail just pathetic computerised ai bot that does not let you connect to the customer support.@BandBajaateRaho,https://x.com/sarthak5647/status/1730629752724262984,144
Fri Dec 01 19:42:45 +0000 2023,4,@Paytmcare I am not getting option of paying through paytm postpaid from Dec 1. Please resolve my issue ASAP.,https://x.com/Maniac3869/status/1730673812164006331,289
Fri Dec 01 19:04:58 +0000 2023,4,"@Paytmcare not able to use paytm postpaid from yesterday..half of my salary i paid for dues in paytm postpaid..now my rent, bills &amp; other dues i was so dependent on paytm postpaid what shoud i do now ??at least should have informed prior about this and not leave users like us",https://x.com/Deepti20191/status/1730664301567111556,604
Fri Dec 01 15:22:21 +0000 2023,1,"@SunilKumarBANK6 @DashrathRabar16 @samarjeet_n @malviyapankaj @ColSanjayPande Sir how many family member use Paytm like digital aap and visits banks in a month? You post chequebook,atm, statements online , cash in atm ? Loans online ?. So what is total no of person in que? And why?",https://x.com/kumarajaysingh1/status/1730608279980831118,24
Fri Dec 01 08:05:25 +0000 2023,4,"@mufaddal_vohra Just a reminder India has 5 times more trophy than this.

Paytm Trophy*",https://x.com/iam_Aryamn/status/1730498320823390685,61
Fri Dec 01 01:44:32 +0000 2023,1,@DoBaniye @dakuwithchaku Not yet have been mostly booking directly on the airlines website.... Haven't tried Paytm yet...,https://x.com/ExplorebyRoad/status/1730402470055272519,59
Fri Dec 01 19:04:48 +0000 2023,3,"@Paytmcare As I have told you the earlier that you are just sending the auto generated message via DM. Which I am already aware of that,and continuously you are replying the same message that you will deactivate my account on the next month. As I have no due towards the Paytm postpaid.",https://x.com/bhishmpratigya/status/1730664259703763350,167
Fri Dec 01 16:50:25 +0000 2023,1,"@frontierindica And you can only send back 10,000 max per month into account. Atleast that’s the case for me. I have stopped accepting money using paytm for this reason. They also charge a 2.3% transaction fee on all wallet recharges now.",https://x.com/reindeerdodo89/status/1730630441676271964,662
Fri Dec 01 12:12:18 +0000 2023,1,"@JuniorSahney Brutally honest !!
Anyone can go wrong...we recently saw Paytm exit of Berkshire Hathaway
I troll only those who along with getting wrong, are also arrogant which u are very far from ??????",https://x.com/Taurus050190/status/1730560449568203151,280
Fri Dec 01 15:18:59 +0000 2023,2,"Donate, save tax

Janswabhiman Welfare Society (80G tax exempted)

1. UPI/GPay janswabhiman@axisbank

2. Cards/PayTM

https://t.co/7IGNDgjxKf

3. IMPS/NEFT/Bank Transfer

Jan Swabhiman Welfare Society

Savings Ac-000701254577

IFSC-ICIC0000007

Mail details at mailus@janswabhiman.org",https://x.com/agniveer/status/1730607433603760561,385
Fri Dec 01 16:31:51 +0000 2023,12,"@parsh_kothari Loss making company looking for strategies to dump on others. 510 crore loss in 2022 n 90% cost cutting results in only 14% revenue increase in 2023 is not a great story. Should have waited till next yr. Similar stories floated before Paytm, nykaa n such categories. Beware!!!",https://x.com/tosrpatil/status/1730625768378732977,1394
Fri Dec 01 16:43:26 +0000 2023,2,"@frontierindica Get RuPay credit card link it with UPI and use Bhim app. Theonly decent combo i found. Paytm is very irritating app, continue to send me personal loan email. I deactivated their account.",https://x.com/RohitChan666/status/1730628682166006000,235
Fri Dec 01 05:14:24 +0000 2023,21,"Plan your New Year trip with Paytm and get maximum discounts and offers!??
Book now - https://t.co/Q6SiQbzJiM

#Sale #Discounts #HolidaySeason #NewYear #DecemberSale #PaytmKaro",https://x.com/PaytmTravel/status/1730455283657535577,225212
Sat Dec 02 07:25:03 +0000 2023,78,"Dear readers, I need your monetary support for the month of December, X tips is on or you can also send your support via UPI ID:- ashwinisahaya@axl

Target: 50000 INR

For bank Transfer:

Paytm Payment Bank A/C no:- 919661829976

IFSC- PYTM0123456

Patreon link: https://t.co/DK8QRllla1

As our post reach is down due to mass reporting, Repost this post maximum so that it could reach to our contributors..

Thank you ??",https://x.com/AshwiniSahaya/status/1730850551016181809,24823
Sat Dec 02 15:03:22 +0000 2023,90,"My top 5 most used apps in 2023:

1. X
2. Safari
3. WhatsApp
4. Google keep
5. PayTM

Share yours ?? https://t.co/pykg9RIcDy",https://x.com/AbhishekMarkets/status/1730965890995568974,6716
Sat Dec 02 08:59:48 +0000 2023,28,"D-day has arrived! ? #Animal is now roaring at theatres near you! Make your movie plans STAT only with lightning-fast #PaytmUPI ?

Book now: https://t.co/750WzmXs4E 

#BobbyDeolRoars #AnilKapoorRoarsInAnimal #PaytmKaro https://t.co/MWfDARVz3G",https://x.com/Paytm/status/1730874396217372701,8407
Sat Dec 02 15:42:10 +0000 2023,315,"@unfunnyket our cook comes an a brand new activa, last month asked us how to book movie tix on Paytm. 

our cook, cooks: https://t.co/dyHdrBrx85",https://x.com/rakshitbv/status/1730975651887489410,16820
Sat Dec 02 08:22:34 +0000 2023,16,"Another great offer from #AmexIndia on utility bills for the month of December

Pls note when u pay through paytm for utility bill, then there is chance that MCC wud be Utilities & not wallet.

And Amex Gold gives u regular MR pts on utility bills

For other Amex cards, these spends might not give u regular MR pts but will be added to monthly / yearly milestones.

Incase want to apply Amex, use my referral link to get Amex FYF +2K MR pts 
https://t.co/IDmNCwcmHq 

PS: In case of Amex Gold, get additional 2K pts+4K joining bonus

#cashback #Discounts #bachat",https://x.com/BachatXpert/status/1730865025198244261,7968
Sat Dec 02 05:32:32 +0000 2023,4,"For kanchi cinema lovers
#3Movie in #Sribalasubramaniyartheatre for #Rs 50

Showtime : 2.30 pm &amp; 6.00 pm

Booking link ?? https://t.co/pzN1HLdNKn 

#paytm #ticketnew https://t.co/WkFF6PIWAS",https://x.com/vivek2145/status/1730822233298465031,269
Sat Dec 02 10:27:14 +0000 2023,9,Difference between Paytm and ICC event bullies ?,https://x.com/TUnlimitedd/status/1730896397921137101,368
Sat Dec 02 14:48:43 +0000 2023,10,"?? Join the #UXNow2024 Design Challenge with #Paytm! ?? 
Delhi NCR's air quality needs innovative fixes.
Craft sustainable solutions and stand a chance to win an Apple iPad! Visit https://t.co/r3K0StVPZM now! ?? 

#DesignForChange #DesignChallenge #uxnow2024 #delhipollution #ux https://t.co/7R2vjSChDo",https://x.com/uxnowevent/status/1730962201006026829,699
Sat Dec 02 16:29:23 +0000 2023,2,"Today's dinner for paws??
 Meal for my all paws?

?Keep Supporting me to feed my all paws??

Please consider donating to my pet fund. 

?Your small contribution of 

?Rs.100, 200, 300, 500, 1000, 2000??

?? GPay / Paytm: 8697243048
?? PhonePe: anurupadampi@ybl https://t.co/gkA8nwKSYD",https://x.com/saha_dampi2190/status/1730987537399996689,107
Sat Dec 02 08:27:25 +0000 2023,17,When I scan the Paytm QR code in a hotel named "Ramachandra hotel" and it displays another name.,https://x.com/TrisonicFoxbat/status/1730866244189131171,525
